date,ticker,open,high,low,close,volume
2022-05-17,MSFT,369.46,369.46,367.34,367.68,5734438
2022-05-18,MSFT,368.61,371.68,366.11,367.9,2186742
2022-05-19,MSFT,369.68,369.68,361.27,361.81,9318983
2022-05-20,MSFT,361.62,361.62,358.87,359.43,10719272
2022-05-23,MSFT,359.96,365.03,359.96,363.76,14663044
2022-05-24,MSFT,363.99,367.54,363.99,367.3,1088821
2022-05-25,MSFT,368.78,370.03,367.98,369.0,13616059
2022-05-26,MSFT,368.3,368.3,361.22,365.03,9984013
2022-05-27,MSFT,361.4,369.28,361.4,369.08,4179168
2022-05-30,MSFT,368.82,371.39,368.82,370.63,3021151
2022-05-31,MSFT,369.09,372.31,369.09,370.14,6042076
2022-06-01,MSFT,370.41,370.41,365.47,365.91,14955333
2022-06-02,MSFT,363.29,366.89,362.53,364.03,6392079
2022-06-03,MSFT,361.82,364.36,361.82,363.99,5845035
2022-06-06,MSFT,365.15,365.15,359.74,360.96,3972460
2022-06-07,MSFT,360.81,362.59,360.81,362.34,8875851
2022-06-08,MSFT,360.54,365.95,360.54,365.67,8824929
2022-06-09,MSFT,365.04,368.07,365.04,367.38,5908940
2022-06-10,MSFT,368.1,374.33,368.1,373.58,3740102
2022-06-13,MSFT,375.49,375.49,370.01,372.46,12547772
2022-06-14,MSFT,372.86,375.12,369.24,374.38,13575341
2022-06-15,MSFT,373.88,375.36,373.11,373.76,2209194
2022-06-16,MSFT,374.12,374.12,368.93,371.53,8192716
2022-06-17,MSFT,372.37,375.59,372.37,374.81,6251772
2022-06-20,MSFT,375.01,376.66,374.31,375.55,3713155
2022-06-21,MSFT,376.06,382.86,376.06,382.06,11908290
2022-06-22,MSFT,381.44,381.44,379.1,379.69,9043491
2022-06-23,MSFT,380.39,380.39,375.06,377.16,12806624
2022-06-24,MSFT,377.72,377.72,365.66,366.56,11353501
2022-06-27,MSFT,368.19,368.19,365.93,365.97,4193298
2022-06-28,MSFT,366.78,367.82,364.56,366.07,4080341
2022-06-29,MSFT,364.9,371.5,364.9,370.75,1843103
2022-06-30,MSFT,372.16,372.16,364.56,366.11,1621447
2022-07-01,MSFT,366.09,366.09,362.51,364.6,11568203
2022-07-04,MSFT,364.9,364.9,358.97,360.44,14773039
2022-07-05,MSFT,361.32,364.0,361.32,363.99,3966076
2022-07-06,MSFT,363.97,365.37,360.55,363.5,1171881
2022-07-07,MSFT,361.65,363.95,361.23,362.07,6003491
2022-07-08,MSFT,361.76,361.76,358.23,359.54,10523278
2022-07-11,MSFT,359.94,363.11,359.94,362.68,5421666
2022-07-12,MSFT,360.66,360.66,359.06,359.55,645598
2022-07-13,MSFT,359.09,360.15,355.62,358.53,8534294
2022-07-14,MSFT,360.65,360.65,356.74,356.81,9321383
2022-07-15,MSFT,357.82,357.82,354.82,355.37,3499359
2022-07-18,MSFT,356.81,356.81,349.64,350.34,5333425
2022-07-19,MSFT,346.87,356.04,346.87,355.82,9252501
2022-07-20,MSFT,356.56,356.56,349.91,350.01,7118567
2022-07-21,MSFT,350.27,350.27,345.87,345.92,9198083
2022-07-22,MSFT,344.92,344.92,342.15,343.09,3190805
2022-07-25,MSFT,344.14,347.52,344.14,347.32,8927974
2022-07-26,MSFT,348.5,356.0,348.5,355.68,13133766
2022-07-27,MSFT,354.94,357.97,354.94,355.96,1064347
2022-07-28,MSFT,356.58,356.58,354.11,354.56,14986420
2022-07-29,MSFT,354.84,354.84,345.14,347.46,4288996
2022-08-01,MSFT,347.75,349.96,347.75,349.56,7095806
2022-08-02,MSFT,350.66,350.66,344.12,345.36,926439
2022-08-03,MSFT,346.1,346.1,342.48,343.22,1640479
2022-08-04,MSFT,343.32,346.2,342.09,342.55,8264664
2022-08-05,MSFT,341.91,343.81,339.43,341.17,12997825
2022-08-08,MSFT,340.38,340.77,337.02,339.23,4923439
2022-08-09,MSFT,340.48,340.48,334.76,336.7,766204
2022-08-10,MSFT,337.31,337.31,331.45,331.7,7880854
2022-08-11,MSFT,331.46,331.46,322.01,324.32,8335495
2022-08-12,MSFT,324.19,328.36,324.19,326.8,1238876
2022-08-15,MSFT,325.75,325.75,321.4,323.54,4635034
2022-08-16,MSFT,322.9,322.9,321.35,322.15,3182254
2022-08-17,MSFT,319.53,327.24,319.53,324.32,1244909
2022-08-18,MSFT,323.07,328.43,323.07,327.53,4932108
2022-08-19,MSFT,327.52,327.52,322.31,325.22,11191521
2022-08-22,MSFT,324.63,325.12,324.05,324.37,14024365
2022-08-23,MSFT,323.75,323.75,316.29,317.62,12306457
2022-08-24,MSFT,316.11,322.78,316.11,322.73,10329033
2022-08-25,MSFT,322.15,323.85,322.01,323.76,7582179
2022-08-26,MSFT,326.49,327.83,326.1,327.7,2831146
2022-08-29,MSFT,327.99,327.99,323.48,323.97,10854473
2022-08-30,MSFT,326.27,326.27,321.89,323.48,704577
2022-08-31,MSFT,323.1,323.7,322.38,322.85,7067437
2022-09-01,MSFT,324.1,324.1,316.94,317.51,13940612
2022-09-02,MSFT,319.02,319.02,312.25,313.49,5333723
2022-09-05,MSFT,312.07,316.93,312.07,315.59,13027473
2022-09-06,MSFT,315.99,315.99,309.28,311.01,14282561
2022-09-07,MSFT,310.01,313.1,310.01,312.45,4531847
2022-09-08,MSFT,313.12,315.94,311.26,315.07,8574847
2022-09-09,MSFT,316.1,318.79,316.1,316.84,10935823
2022-09-12,MSFT,316.84,319.76,316.05,317.54,10003240
2022-09-13,MSFT,319.71,319.71,316.43,317.03,3331668
2022-09-14,MSFT,318.28,324.99,318.28,324.59,13043332
2022-09-15,MSFT,324.35,324.35,319.68,320.07,9080192
2022-09-16,MSFT,319.27,323.63,319.27,320.27,14136142
2022-09-19,MSFT,318.69,324.76,318.69,323.93,1710763
2022-09-20,MSFT,326.2,327.1,324.41,326.2,3891626
2022-09-21,MSFT,326.22,326.22,324.72,324.97,14680978
2022-09-22,MSFT,323.85,325.76,322.72,324.3,993485
2022-09-23,MSFT,324.12,324.92,323.1,323.17,8868492
2022-09-26,MSFT,324.31,324.31,320.45,320.54,5916850
2022-09-27,MSFT,321.29,321.41,320.6,320.61,2770642
2022-09-28,MSFT,321.42,321.42,318.18,319.32,12078155
2022-09-29,MSFT,318.11,322.56,318.11,322.47,14778062
2022-09-30,MSFT,321.0,321.0,315.47,317.4,9899016
2022-10-03,MSFT,316.77,318.21,316.77,317.54,8872903
2022-10-04,MSFT,318.38,324.51,318.38,323.47,2025362
2022-10-05,MSFT,324.62,331.65,324.62,330.88,4335924
2022-10-06,MSFT,331.51,331.51,328.08,329.15,11156082
2022-10-07,MSFT,328.87,328.87,324.38,325.23,3105389
2022-10-10,MSFT,324.72,327.23,323.24,324.81,8576545
2022-10-11,MSFT,324.79,326.23,322.15,325.4,4790790
2022-10-12,MSFT,325.02,330.75,325.02,329.55,5363138
2022-10-13,MSFT,331.44,331.44,326.93,329.77,11018365
2022-10-14,MSFT,328.98,330.35,326.69,327.98,3586810
2022-10-17,MSFT,328.63,328.63,325.01,325.5,9327383
2022-10-18,MSFT,326.3,328.55,326.3,328.42,1689282
2022-10-19,MSFT,328.46,330.15,327.2,328.06,1140766
2022-10-20,MSFT,329.84,329.84,324.68,326.74,13881543
2022-10-21,MSFT,326.59,328.61,325.63,328.04,4207820
2022-10-24,MSFT,325.67,330.39,325.67,329.41,5090255
2022-10-25,MSFT,328.4,338.63,328.4,337.01,14617689
2022-10-26,MSFT,338.78,338.78,335.29,336.5,13821675
2022-10-27,MSFT,338.26,338.78,337.4,338.38,6030154
2022-10-28,MSFT,339.23,340.63,337.15,338.06,3172641
2022-10-31,MSFT,337.11,337.11,334.24,334.25,8324867
2022-11-01,MSFT,334.18,335.95,334.18,335.74,13408449
2022-11-02,MSFT,338.68,338.68,333.6,334.55,7888729
2022-11-03,MSFT,336.8,336.8,328.8,329.53,1162949
2022-11-04,MSFT,330.87,331.6,330.75,331.24,2152573
2022-11-07,MSFT,329.2,336.5,329.2,335.83,12791377
2022-11-08,MSFT,336.28,336.28,330.6,333.07,4257624
2022-11-09,MSFT,332.13,332.13,325.25,327.02,2470336
2022-11-10,MSFT,326.18,330.96,326.18,329.3,14613237
2022-11-11,MSFT,328.76,337.05,328.76,334.89,14256914
2022-11-14,MSFT,335.13,338.72,335.13,337.32,5003415
2022-11-15,MSFT,337.92,338.76,337.53,337.98,6818869
2022-11-16,MSFT,336.44,343.73,336.44,341.28,10005549
2022-11-17,MSFT,341.43,344.97,341.43,342.49,8805583
2022-11-18,MSFT,339.22,339.22,334.34,334.87,10192117
2022-11-21,MSFT,335.29,335.29,329.98,331.44,11951750
2022-11-22,MSFT,331.57,333.21,331.57,332.39,1560121
2022-11-23,MSFT,333.91,333.91,328.04,330.25,8277351
2022-11-24,MSFT,330.6,330.6,326.16,326.95,11619298
2022-11-25,MSFT,327.63,327.63,323.28,324.83,14695242
2022-11-28,MSFT,325.04,331.85,325.04,330.82,3321821
2022-11-29,MSFT,332.37,340.07,332.37,338.77,12795861
2022-11-30,MSFT,340.14,349.31,340.14,348.19,6626002
2022-12-01,MSFT,349.38,349.38,343.68,343.78,9706591
2022-12-02,MSFT,348.35,348.35,343.83,345.68,2931278
2022-12-05,MSFT,344.95,348.63,344.95,348.48,13013717
2022-12-06,MSFT,349.92,349.92,343.89,346.61,10267860
2022-12-07,MSFT,346.55,348.01,344.14,346.17,12582621
2022-12-08,MSFT,345.23,350.64,345.23,349.06,2231779
2022-12-09,MSFT,348.1,349.94,348.02,348.81,14816896
2022-12-12,MSFT,347.25,348.02,345.49,347.19,3468468
2022-12-13,MSFT,346.58,350.64,346.58,350.25,11779879
2022-12-14,MSFT,351.77,358.05,351.77,355.66,14109789
2022-12-15,MSFT,355.42,360.29,355.42,359.21,14416667
2022-12-16,MSFT,357.96,357.96,354.57,355.59,1664064
2022-12-19,MSFT,356.25,359.12,356.03,358.41,3592608
2022-12-20,MSFT,358.26,362.02,358.26,360.47,8714593
2022-12-21,MSFT,361.22,361.22,359.79,360.49,10748755
2022-12-22,MSFT,360.91,361.14,358.23,359.97,13606842
2022-12-23,MSFT,360.01,360.01,353.39,356.12,12156820
2022-12-26,MSFT,356.95,356.95,352.25,354.05,2991037
2022-12-27,MSFT,352.72,364.46,352.72,362.74,5012258
2022-12-28,MSFT,362.35,362.37,360.14,361.28,2197214
2022-12-29,MSFT,360.47,361.82,359.09,361.05,6648728
2022-12-30,MSFT,359.13,363.37,359.13,360.46,6432534
2023-01-02,MSFT,359.01,363.17,359.01,362.3,5018212
2023-01-03,MSFT,363.01,363.01,357.9,358.21,8949598
2023-01-04,MSFT,359.52,366.02,359.52,365.12,10160726
2023-01-05,MSFT,365.18,368.04,364.29,365.96,8436253
2023-01-06,MSFT,364.97,370.38,364.97,367.62,14659411
2023-01-09,MSFT,366.51,368.19,366.26,366.38,12467000
2023-01-10,MSFT,367.1,371.68,367.1,371.68,4845613
2023-01-11,MSFT,370.33,370.33,364.82,366.6,1787746
2023-01-12,MSFT,365.85,371.01,365.85,370.15,9976562
2023-01-13,MSFT,370.86,379.08,370.86,377.57,14517066
2023-01-16,MSFT,378.13,378.13,371.96,372.13,7057640
2023-01-17,MSFT,371.76,373.46,371.76,373.33,13292132
2023-01-18,MSFT,373.57,373.57,371.09,371.76,10346008
2023-01-19,MSFT,371.95,371.95,365.48,367.87,4962984
2023-01-20,MSFT,369.45,369.45,364.55,366.38,14531971
2023-01-23,MSFT,367.97,367.97,363.02,363.87,2717747
2023-01-24,MSFT,362.98,363.49,362.32,363.24,7387856
2023-01-25,MSFT,363.19,367.01,363.19,364.52,10005041
2023-01-26,MSFT,366.13,366.13,364.81,365.22,4939022
2023-01-27,MSFT,365.78,365.78,363.26,364.03,6997716
2023-01-30,MSFT,363.66,376.25,363.66,375.24,12205223
2023-01-31,MSFT,375.74,375.74,373.46,374.13,12255220
2023-02-01,MSFT,375.02,375.02,373.14,373.43,4761440
2023-02-02,MSFT,374.01,374.01,368.43,369.49,12088903
2023-02-03,MSFT,369.7,371.43,368.21,368.89,2579071
2023-02-06,MSFT,368.27,368.27,365.1,365.53,13757750
2023-02-07,MSFT,366.21,366.21,362.99,363.94,4679280
2023-02-08,MSFT,364.7,364.7,356.3,358.53,8755050
2023-02-09,MSFT,358.68,358.68,354.68,356.71,640411
2023-02-10,MSFT,357.28,357.28,353.02,353.72,8652299
2023-02-13,MSFT,354.54,354.54,343.63,344.43,5736424
2023-02-14,MSFT,345.05,345.05,336.73,337.57,2474720
2023-02-15,MSFT,338.54,338.54,335.78,336.93,773522
2023-02-16,MSFT,338.35,348.82,338.35,345.42,11218911
2023-02-17,MSFT,343.65,347.04,343.65,345.27,14577600
2023-02-20,MSFT,344.6,349.78,344.6,349.73,14625593
2023-02-21,MSFT,350.06,350.06,340.48,342.9,4194471
2023-02-22,MSFT,343.85,343.85,337.19,337.69,12087883
2023-02-23,MSFT,335.26,335.26,329.65,333.15,14340861
2023-02-24,MSFT,332.82,341.09,332.82,340.95,13072903
2023-02-27,MSFT,340.94,345.18,340.94,344.4,10949216
2023-02-28,MSFT,344.91,344.91,341.11,342.58,14183570
2023-03-01,MSFT,342.39,342.39,338.9,340.97,7097060
2023-03-02,MSFT,343.14,343.14,334.38,334.42,8968986
2023-03-03,MSFT,333.56,333.56,325.28,327.38,14461867
2023-03-06,MSFT,327.86,329.0,326.47,328.74,9742339
2023-03-07,MSFT,328.49,334.23,328.49,333.7,10051471
2023-03-08,MSFT,334.25,336.21,334.25,335.65,6690253
2023-03-09,MSFT,336.93,336.93,330.89,331.59,1000702
2023-03-10,MSFT,332.4,333.22,332.03,332.29,11305535
2023-03-13,MSFT,332.2,335.3,331.38,332.86,11518949
2023-03-14,MSFT,333.58,336.7,333.58,335.55,8781183
2023-03-15,MSFT,336.69,336.69,334.34,334.6,12393131
2023-03-16,MSFT,335.92,336.38,335.49,335.83,1214672
2023-03-17,MSFT,335.97,336.58,335.73,335.8,7194174
2023-03-20,MSFT,335.02,340.52,335.02,340.4,2063300
2023-03-21,MSFT,341.25,341.25,338.65,339.93,3273281
2023-03-22,MSFT,341.43,343.88,341.43,343.75,5131205
2023-03-23,MSFT,344.62,349.86,344.62,349.45,13041966
2023-03-24,MSFT,350.68,354.49,349.31,352.43,14705253
2023-03-27,MSFT,352.1,352.22,349.85,350.63,6001559
2023-03-28,MSFT,351.07,354.55,351.07,353.67,4540012
2023-03-29,MSFT,353.38,353.38,349.69,351.77,1727761
2023-03-30,MSFT,351.79,355.52,351.79,354.29,1471330
2023-03-31,MSFT,354.64,357.29,354.64,356.66,10213276
2023-04-03,MSFT,359.06,360.21,357.32,357.64,10558962
2023-04-04,MSFT,357.75,357.75,352.4,352.75,2915006
2023-04-05,MSFT,352.62,357.49,352.62,357.35,962977
2023-04-06,MSFT,357.68,357.68,353.31,356.16,7264246
2023-04-07,MSFT,355.87,359.21,355.87,358.13,5698331
2023-04-10,MSFT,359.08,365.39,359.08,362.19,8944753
2023-04-11,MSFT,360.84,364.41,360.84,363.2,2365103
2023-04-12,MSFT,363.16,364.05,361.23,363.58,10571514
2023-04-13,MSFT,362.84,362.84,358.57,359.08,887844
2023-04-14,MSFT,359.08,365.95,359.08,362.92,10298614
2023-04-17,MSFT,362.91,365.58,362.91,364.71,7848077
2023-04-18,MSFT,364.65,365.6,362.6,363.12,11289771
2023-04-19,MSFT,364.0,364.0,361.49,362.53,7466516
2023-04-20,MSFT,361.84,364.17,361.84,363.86,10181063
2023-04-21,MSFT,364.89,374.14,364.89,372.16,2967349
2023-04-24,MSFT,373.99,373.99,367.25,368.79,7101707
2023-04-25,MSFT,371.01,371.01,366.86,367.01,6501761
2023-04-26,MSFT,368.15,368.43,367.54,368.03,13726371
2023-04-27,MSFT,367.87,367.87,362.56,364.03,9135320
2023-04-28,MSFT,363.49,363.84,360.47,362.23,9539588
2023-05-01,MSFT,362.27,362.27,357.4,357.6,1646473
2023-05-02,MSFT,358.13,358.13,352.31,353.97,4877042
2023-05-03,MSFT,351.87,353.08,349.57,350.21,13062262
2023-05-04,MSFT,348.12,353.04,347.93,350.51,1694986
2023-05-05,MSFT,351.93,351.93,346.7,346.87,10059332
2023-05-08,MSFT,344.3,350.43,344.3,349.33,7389031
2023-05-09,MSFT,349.17,349.17,346.03,346.34,7422663
2023-05-10,MSFT,346.51,346.51,345.03,345.85,3420802
2023-05-11,MSFT,345.78,348.81,345.78,347.55,8472628
2023-05-12,MSFT,346.01,353.87,346.01,352.17,9081843
2023-05-15,MSFT,351.58,352.02,347.89,348.66,14258241
2023-05-16,MSFT,348.51,348.51,346.91,347.41,11418421
2023-05-17,MSFT,348.91,348.91,346.22,347.81,11198165
2023-05-18,MSFT,348.69,348.69,345.58,347.26,8454750
2023-05-19,MSFT,347.47,347.47,340.8,342.91,1807855
2023-05-22,MSFT,342.17,349.87,342.17,348.73,6236701
2023-05-23,MSFT,347.88,350.75,347.88,349.73,2492248
2023-05-24,MSFT,347.61,355.98,347.61,353.29,4472492
2023-05-25,MSFT,352.76,352.76,351.32,352.18,6168917
2023-05-26,MSFT,352.22,352.22,349.05,351.32,5150311
2023-05-29,MSFT,349.51,349.51,345.15,346.87,3499802
2023-05-30,MSFT,347.21,350.52,347.21,349.47,7315183
2023-05-31,MSFT,349.19,352.9,347.92,351.96,6351042
2023-06-01,MSFT,352.83,354.78,352.83,354.14,9246637
2023-06-02,MSFT,354.0,354.0,347.53,349.26,2993951
2023-06-05,MSFT,347.7,353.05,347.7,348.68,12511418
2023-06-06,MSFT,348.65,350.51,347.29,349.44,11765367
2023-06-07,MSFT,348.79,358.74,348.79,358.38,8651122
2023-06-08,MSFT,358.19,362.39,358.19,360.89,4890450
2023-06-09,MSFT,362.28,362.28,358.28,359.29,13721943
2023-06-12,MSFT,357.85,366.41,357.85,364.22,6398896
2023-06-13,MSFT,363.65,366.37,363.48,364.44,14568019
2023-06-14,MSFT,362.83,367.69,362.83,366.92,4327182
2023-06-15,MSFT,366.03,366.69,364.65,364.8,10384766
2023-06-16,MSFT,364.87,364.9,360.39,362.63,6884366
2023-06-19,MSFT,362.24,362.24,356.23,356.84,8204795
2023-06-20,MSFT,357.21,361.85,357.21,359.77,14442342
2023-06-21,MSFT,360.1,360.1,355.22,355.26,4330824
2023-06-22,MSFT,357.0,357.0,353.22,354.45,11592760
2023-06-23,MSFT,354.46,354.46,351.79,352.46,7409706
2023-06-26,MSFT,354.1,354.1,344.32,347.59,5279946
2023-06-27,MSFT,345.5,349.22,345.5,349.17,14697080
2023-06-28,MSFT,348.62,358.01,348.62,356.91,5940887
2023-06-29,MSFT,356.1,359.22,356.1,357.31,7394115
2023-06-30,MSFT,358.97,359.38,356.59,357.67,13056477
2023-07-03,MSFT,357.07,359.61,357.07,358.92,4741732
2023-07-04,MSFT,357.15,358.86,357.03,357.35,9564095
2023-07-05,MSFT,356.0,356.0,349.98,350.93,1525655
2023-07-06,MSFT,351.11,351.73,350.96,351.63,962509
2023-07-07,MSFT,353.54,353.54,340.69,341.33,4752090
2023-07-10,MSFT,343.04,343.04,334.06,336.38,7229299
2023-07-11,MSFT,337.91,340.82,337.91,340.3,12319326
2023-07-12,MSFT,341.16,345.49,341.16,344.8,2215257
2023-07-13,MSFT,346.09,348.36,346.09,348.07,2721338
2023-07-14,MSFT,348.63,348.63,344.84,345.37,12745851
2023-07-17,MSFT,345.98,346.41,342.92,343.56,12473479
2023-07-18,MSFT,343.37,343.37,340.15,342.04,10981033
2023-07-19,MSFT,341.72,341.72,335.98,336.61,1845297
2023-07-20,MSFT,337.38,341.29,337.38,339.59,13368927
2023-07-21,MSFT,339.46,339.46,330.65,333.11,10758932
2023-07-24,MSFT,333.25,340.24,333.25,338.52,5790126
2023-07-25,MSFT,336.29,339.38,336.29,337.15,6106451
2023-07-26,MSFT,338.37,338.37,333.27,335.18,8926164
2023-07-27,MSFT,336.81,338.36,334.21,334.78,13857081
2023-07-28,MSFT,336.92,338.42,335.88,336.66,12926654
2023-07-31,MSFT,336.18,336.18,330.2,331.58,2546840
2023-08-01,MSFT,330.32,338.0,330.32,337.32,5532495
2023-08-02,MSFT,338.31,345.12,338.31,345.08,11349880
2023-08-03,MSFT,342.94,345.49,341.1,343.31,942323
2023-08-04,MSFT,343.6,345.74,343.6,345.56,9169489
2023-08-07,MSFT,345.47,345.47,343.2,343.96,12389568
2023-08-08,MSFT,345.99,345.99,339.55,340.28,2196219
2023-08-09,MSFT,340.08,341.02,337.54,338.4,6119983
2023-08-10,MSFT,339.05,343.11,339.05,341.25,5438218
2023-08-11,MSFT,340.28,346.73,340.28,344.76,3422033
2023-08-14,MSFT,345.4,355.31,345.4,352.94,6365328
2023-08-15,MSFT,352.35,355.4,350.74,353.85,12761654
2023-08-16,MSFT,352.36,352.36,344.37,346.73,2584341
2023-08-17,MSFT,347.35,351.2,347.35,350.95,12968643
2023-08-18,MSFT,351.66,351.99,349.43,350.3,2259209
2023-08-21,MSFT,350.3,353.48,350.3,351.68,9015954
2023-08-22,MSFT,352.71,352.71,348.92,349.98,10682572
2023-08-23,MSFT,351.2,351.2,343.88,346.33,3803013
2023-08-24,MSFT,344.99,344.99,338.24,340.26,6047649
2023-08-25,MSFT,339.28,341.84,337.77,340.16,5576811
2023-08-28,MSFT,339.69,350.28,339.69,346.88,1175591
2023-08-29,MSFT,347.87,353.49,347.87,352.01,5217847
2023-08-30,MSFT,353.22,356.76,350.94,354.16,4539965
2023-08-31,MSFT,354.06,354.06,348.77,349.33,2982176
2023-09-01,MSFT,348.94,348.94,342.02,343.54,5378145
2023-09-04,MSFT,342.03,346.78,342.03,345.07,1024748
2023-09-05,MSFT,346.94,346.94,343.28,344.97,6073665
2023-09-06,MSFT,345.5,348.99,345.02,345.93,11436202
2023-09-07,MSFT,346.35,350.13,346.35,346.84,4562402
2023-09-08,MSFT,345.59,347.92,343.01,344.52,4056613
2023-09-11,MSFT,346.14,351.64,346.14,347.48,14544042
2023-09-12,MSFT,349.13,353.62,348.61,351.08,9574591
2023-09-13,MSFT,351.2,351.81,349.92,351.65,12039256
2023-09-14,MSFT,350.91,360.69,350.91,356.41,11287353
2023-09-15,MSFT,355.2,355.2,344.29,346.66,6012248
2023-09-18,MSFT,346.2,351.61,346.2,349.33,1211213
2023-09-19,MSFT,349.81,350.75,348.9,349.78,11619518
2023-09-20,MSFT,348.55,358.85,348.55,358.16,13685410
2023-09-21,MSFT,358.97,361.55,358.97,360.41,8633333
2023-09-22,MSFT,361.81,364.55,358.46,360.73,919933
2023-09-25,MSFT,362.36,366.77,361.64,363.94,655379
2023-09-26,MSFT,362.56,362.76,359.9,361.86,5471700
2023-09-27,MSFT,362.88,362.88,359.71,360.01,6356380
2023-09-28,MSFT,359.62,363.02,359.62,361.85,14779932
2023-09-29,MSFT,361.29,361.29,357.57,358.28,4887994
2023-10-02,MSFT,359.34,359.34,354.56,355.56,13151031
2023-10-03,MSFT,354.78,361.42,354.78,360.74,6358110
2023-10-04,MSFT,359.66,366.94,359.66,364.51,5045889
2023-10-05,MSFT,365.78,372.29,365.78,367.99,1514447
2023-10-06,MSFT,367.39,368.17,365.59,366.44,8627789
2023-10-09,MSFT,366.09,366.09,363.43,363.87,11597091
2023-10-10,MSFT,363.16,363.16,361.55,362.47,1969938
2023-10-11,MSFT,362.69,362.69,353.97,355.86,11849142
2023-10-12,MSFT,355.55,355.55,346.94,349.04,7248266
2023-10-13,MSFT,350.72,354.04,350.72,353.35,11727393
2023-10-16,MSFT,353.84,353.84,349.29,350.57,2989970
2023-10-17,MSFT,350.43,354.85,350.43,352.73,5291242
2023-10-18,MSFT,353.82,356.88,353.82,356.13,10333772
2023-10-19,MSFT,356.05,356.05,347.93,352.89,844943
2023-10-20,MSFT,353.44,357.69,353.44,354.61,9386343
2023-10-23,MSFT,354.57,354.57,349.91,350.77,8960110
2023-10-24,MSFT,350.24,354.77,350.24,354.62,12623818
2023-10-25,MSFT,354.17,358.89,354.17,357.28,6709266
2023-10-26,MSFT,358.42,358.42,352.69,353.5,7851482
2023-10-27,MSFT,354.19,354.19,345.05,346.7,11219198
2023-10-30,MSFT,346.81,346.81,342.9,343.28,4550122
2023-10-31,MSFT,343.81,344.4,342.13,342.77,1064071
2023-11-01,MSFT,344.22,345.9,342.42,343.36,11677275
2023-11-02,MSFT,343.03,343.03,338.91,340.76,2618245
2023-11-03,MSFT,342.03,344.01,342.03,342.69,5365586
2023-11-06,MSFT,342.92,347.95,342.92,346.34,5375894
2023-11-07,MSFT,347.7,355.86,347.7,355.5,12357490
2023-11-08,MSFT,354.96,355.81,351.65,354.24,5511657
2023-11-09,MSFT,354.91,361.77,354.91,360.54,8692971
2023-11-10,MSFT,359.89,359.89,356.87,358.25,4895252
2023-11-13,MSFT,357.9,357.9,350.4,353.3,9352169
2023-11-14,MSFT,352.07,352.07,344.75,348.07,12162550
2023-11-15,MSFT,347.53,347.53,341.83,344.56,6323970
2023-11-16,MSFT,340.85,345.08,340.85,343.65,14295324
2023-11-17,MSFT,345.02,345.02,342.35,343.65,11830633
2023-11-20,MSFT,345.11,345.11,336.37,338.49,14058980
2023-11-21,MSFT,338.72,338.72,336.73,336.78,11692918
2023-11-22,MSFT,335.43,335.43,332.41,333.54,6254857
2023-11-23,MSFT,333.67,333.67,328.86,329.49,4832648
2023-11-24,MSFT,329.49,340.08,329.49,336.81,9296422
2023-11-27,MSFT,335.98,339.88,335.98,339.63,12114892
2023-11-28,MSFT,339.6,344.92,339.6,342.09,5501848
2023-11-29,MSFT,345.74,345.74,339.44,341.39,866152
2023-11-30,MSFT,342.15,347.0,342.15,346.14,8836425
2023-12-01,MSFT,344.3,344.3,340.3,341.51,10220290
2023-12-04,MSFT,343.11,343.11,338.91,338.98,14798468
2023-12-05,MSFT,338.91,350.27,338.91,347.92,10930416
2023-12-06,MSFT,347.69,347.69,343.64,343.75,2435318
2023-12-07,MSFT,343.54,346.04,343.54,345.56,14367838
2023-12-08,MSFT,344.11,344.6,341.8,342.06,9357987
2023-12-11,MSFT,342.24,346.91,342.08,344.22,2065900
2023-12-12,MSFT,344.21,345.79,343.07,344.22,7101510
2023-12-13,MSFT,342.95,347.71,342.67,345.15,8770877
2023-12-14,MSFT,344.1,346.66,344.1,346.65,8130243
2023-12-15,MSFT,346.58,347.83,345.8,346.39,14028235
2023-12-18,MSFT,346.21,346.21,343.97,344.17,14397191
2023-12-19,MSFT,343.01,343.01,338.2,339.4,1744084
2023-12-20,MSFT,338.8,339.76,338.39,338.67,4869354
2023-12-21,MSFT,336.58,344.81,336.58,341.21,7660269
2023-12-22,MSFT,343.1,343.1,332.86,336.07,4520900
2023-12-25,MSFT,335.46,340.32,335.46,337.55,6912097
2023-12-26,MSFT,338.52,338.52,333.99,334.69,3980651
2023-12-27,MSFT,335.02,336.43,334.53,335.13,2168153
2023-12-28,MSFT,334.4,334.4,330.87,331.18,9546792
2023-12-29,MSFT,330.88,331.9,330.77,330.78,10287773
2024-01-01,MSFT,330.37,331.02,328.12,328.72,651971
2024-01-02,MSFT,327.37,327.37,324.72,325.18,9668520
2024-01-03,MSFT,324.57,327.45,324.57,326.72,7093292
2024-01-04,MSFT,327.54,327.54,322.22,324.51,2239356
2024-01-05,MSFT,325.3,330.43,325.3,329.44,3391542
2024-01-08,MSFT,329.87,329.87,327.39,328.66,8156696
2024-01-09,MSFT,328.93,328.93,323.53,326.38,12259339
2024-01-10,MSFT,327.34,328.87,327.34,328.48,5515801
2024-01-11,MSFT,328.9,331.62,328.9,331.24,6902574
2024-01-12,MSFT,332.29,334.17,328.04,330.28,7848581
2024-01-15,MSFT,329.23,329.23,323.61,327.31,2704347
2024-01-16,MSFT,326.74,328.63,326.14,327.41,6847865
2024-01-17,MSFT,327.17,331.86,327.17,329.93,2652265
